years_experience,skills_match_score,education_level,project_count,resume_length
6,72.5,1,5,506
12,79.7,2,19,512
10,58.9,1,12,735
10,62.7,1,12,687
8,71.3,2,13,407
6,63.9,1,9,612
12,100.0,3,18,736
14,75.6,1,8,734
6,96.0,3,13,603
8,65.0,3,8,673
0,39.7,1,3,417
14,98.8,1,18,858
12,86.7,1,10,666
7,63.9,1,10,593
11,87.8,0,9,755
11,74.4,2,14,562
4,79.5,1,10,393
5,48.4,0,11,702
13,95.4,2,17,900
15,100.0,1,18,746
1,76.7,2,9,512
5,49.1,1,4,379
5,69.5,2,10,448
11,73.9,1,6,471
10,83.8,2,7,739
6,92.8,2,10,450
7,72.6,1,9,721
6,90.7,1,8,466
15,72.2,1,13,742
7,91.3,2,9,807
4,67.5,1,10,655
9,91.4,1,12,425
4,51.2,2,12,571
6,93.6,1,6,434
4,58.7,1,3,380
11,100.0,2,13,792
2,56.7,2,3,317
11,86.3,1,10,644
2,55.8,1,3,469
5,93.4,3,10,459
12,75.4,1,11,655
14,70.5,1,10,868
15,89.7,2,11,848
10,89.4,2,12,695
3,62.7,1,3,470
8,69.6,1,9,543
11,93.7,1,13,639
0,42.4,2,4,275
5,48.2,1,6,451
8,76.0,1,6,537
9,66.6,2,13,568
6,76.6,1,10,569
11,68.1,0,12,694
8,55.1,1,15,452
7,88.8,2,12,770
3,43.5,1,9,690
0,64.9,0,5,442
2,47.5,0,5,307
8,72.1,2,10,508
12,100.0,1,18,721
2,63.6,3,13,332
13,81.5,1,17,527
8,55.8,1,9,649
4,42.8,2,11,465
8,85.3,1,14,403
14,97.6,2,18,900
15,86.1,1,12,900
11,100.0,2,19,800
11,62.6,2,7,708
5,70.7,1,7,346
3,64.7,1,7,297
0,50.7,0,1,169
10,85.6,3,10,638
10,84.8,1,21,629
7,69.3,1,8,586
15,82.2,1,17,773
10,98.2,3,9,833
12,94.3,0,10,697
12,88.3,1,20,537
13,95.4,1,21,565
14,82.7,3,9,814
1,54.1,0,3,241
15,60.3,2,17,819
3,84.3,1,5,469
6,94.3,1,11,636
0,43.6,2,6,401
12,59.9,0,8,694
2,55.9,1,5,248
3,71.0,3,6,375
10,92.3,1,11,538
15,84.8,1,20,596
11,81.9,1,10,590
2,52.6,2,5,467
9,55.7,2,13,838
1,63.4,3,6,207
9,79.8,2,13,603
13,100.0,2,15,479
12,60.7,1,9,592
5,75.5,2,4,349
15,79.9,2,20,831
0,20.6,3,6,169
7,90.5,2,13,514
0,30.7,1,6,150
15,97.6,2,17,835
12,89.6,0,8,621
5,59.3,2,11,612
8,69.6,1,13,498
14,100.0,1,12,703
1,85.7,1,7,523
2,69.0,2,6,707
7,91.7,2,9,524
8,84.9,2,10,783
8,100.0,2,9,557
4,29.3,2,7,433
11,90.4,1,14,569
7,72.6,3,16,538
0,42.2,2,8,315
14,87.3,1,11,655
15,100.0,1,10,780
5,62.2,2,12,524
14,89.1,1,15,728
7,100.0,1,5,656
13,80.2,2,21,651
5,68.9,1,9,402
11,82.0,2,17,645
12,67.2,2,12,752
7,68.2,1,11,513
1,70.6,2,6,403
13,77.2,1,14,881
12,68.5,1,16,745
3,64.9,2,7,388
14,94.1,2,17,810
3,53.9,1,6,309
10,79.7,1,12,625
10,65.1,2,15,708
2,93.7,3,15,490
4,46.0,1,6,308
15,86.6,2,21,820
7,81.0,0,12,715
10,68.7,1,8,752
12,91.8,2,17,623
1,73.1,1,4,289
14,93.1,3,13,827
1,61.9,1,5,679
8,37.4,0,10,557
12,100.0,2,25,693
15,66.9,0,14,677
2,61.1,2,7,597
8,100.0,1,13,283
7,68.1,1,11,426
11,100.0,2,10,620
11,86.0,2,12,580
11,48.4,1,13,650
0,70.7,1,7,192
13,91.2,1,11,855
0,34.5,2,4,391
7,82.9,2,13,647
15,96.2,2,22,900
13,100.0,1,9,680
5,69.9,0,4,321
11,94.4,1,7,900
3,59.7,1,7,425
11,71.7,2,11,680
2,73.6,3,9,571
7,76.8,2,8,558
14,65.2,1,15,450
15,89.8,2,18,524
7,49.2,1,11,606
2,84.6,2,9,443
6,86.6,3,8,333
15,100.0,2,11,723
10,71.6,1,16,609
6,39.8,1,10,658
3,85.3,3,8,486
1,56.9,0,3,377
4,56.9,1,9,398
15,82.0,1,12,882
11,62.2,2,6,900
14,100.0,1,13,599
3,27.7,1,1,416
4,57.4,2,11,292
13,82.0,2,18,893
5,68.8,2,6,371
3,91.9,2,4,495
3,52.8,3,10,696
1,79.0,2,6,356
11,70.6,2,14,577
13,65.8,1,19,772
8,61.2,2,13,409
2,52.0,0,5,394
11,91.7,0,15,598
9,94.9,3,18,555
9,59.0,1,14,724
3,70.1,1,8,176
2,75.2,1,7,280
15,100.0,2,14,900
15,67.8,2,18,812
7,74.5,3,8,679
3,53.9,1,6,302
8,71.9,1,10,484
10,75.0,2,17,703
9,57.5,1,13,575
4,56.0,2,8,639
1,46.5,2,8,779
12,86.9,0,20,889
1,12.1,2,6,429
5,73.8,2,7,322
5,81.0,3,12,570
2,62.9,2,6,400
9,71.8,1,20,678
6,92.4,3,14,415
0,56.2,1,6,441
15,100.0,2,19,805
1,53.8,1,8,177
8,73.3,3,10,485
13,96.6,0,12,542
6,75.1,1,10,622
7,85.1,1,7,592
8,100.0,1,5,613
2,13.9,0,9,447
5,46.6,1,11,448
13,74.0,2,9,862
7,54.1,1,7,339
15,100.0,2,14,745
13,95.6,2,17,632
15,72.9,1,12,606
4,96.1,2,9,471
5,77.7,1,10,459
15,77.8,1,19,859
2,69.4,3,10,327
15,100.0,1,17,720
7,65.4,1,4,800
7,73.7,2,7,607
15,70.3,1,15,586
6,63.8,2,5,304
4,56.7,0,5,252
1,62.0,2,5,412
14,100.0,1,10,643
13,96.1,2,12,704
3,37.3,0,6,735
3,76.9,0,4,429
7,78.3,2,11,627
9,77.8,1,17,554
2,62.6,3,8,150
2,60.4,2,10,405
3,43.8,1,6,441
15,59.7,1,17,870
6,53.7,2,9,506
8,72.0,1,19,621
0,61.0,1,7,274
0,67.3,1,5,342
9,70.0,2,7,732
7,86.7,2,14,641
12,64.2,0,14,753
0,71.8,3,11,180
4,81.0,0,10,562
6,70.7,1,9,727
7,85.1,3,15,404
11,79.8,2,11,777
6,64.9,3,13,439
5,66.8,2,7,632
5,73.9,1,14,553
4,74.0,1,9,674
9,95.3,2,14,707
14,100.0,0,12,837
3,67.1,0,5,442
1,66.9,2,8,249
12,74.4,1,13,476
14,80.3,1,13,900
7,59.5,2,9,620
2,59.1,3,6,570
8,99.6,0,11,434
15,75.2,2,19,864
10,76.6,1,12,587
11,49.6,1,14,806
14,86.5,2,11,640
3,63.4,2,10,552
4,61.0,1,5,301
3,68.0,0,7,276
5,65.5,2,7,504
0,44.8,1,6,320
3,58.2,2,9,457
2,35.9,1,11,589
11,90.0,2,13,592
0,56.8,2,7,371
13,77.6,1,11,900
8,78.9,2,12,471
8,64.4,1,8,639
0,71.5,1,5,186
2,52.7,1,2,396
7,74.5,2,10,593
6,74.5,2,11,586
13,75.1,1,15,792
14,93.1,2,19,752
3,75.6,3,8,359
1,50.3,1,4,347
4,68.7,2,7,516
12,85.0,1,22,684
4,50.4,1,6,491
4,96.0,2,8,639
12,83.0,3,18,639
6,50.5,0,6,511
6,79.2,0,4,872
15,100.0,2,12,900
10,77.3,2,14,744
5,67.8,1,10,600
2,73.4,1,5,590
5,55.0,1,8,586
11,91.6,2,8,584
0,38.7,2,4,262
1,67.6,2,10,272
1,73.4,3,6,340
8,65.4,2,10,472
5,70.2,2,9,602
15,100.0,1,18,891
15,94.2,2,9,842
11,68.7,1,18,807
3,77.7,2,7,238
3,77.9,3,9,357
0,79.4,1,8,343
15,80.7,2,13,900
2,54.6,1,4,457
12,73.7,1,16,622
4,52.2,2,11,466
11,98.5,2,21,556
15,100.0,2,23,818
13,61.6,1,14,707
2,56.6,2,4,375
3,64.8,3,10,595
8,62.1,1,10,600
11,77.8,1,12,789
6,62.5,1,16,466
7,77.7,2,10,401
6,54.8,1,14,243
8,80.8,2,13,672
8,80.0,1,5,835
9,59.4,1,12,626
13,86.3,0,12,890
4,77.7,1,3,484
6,75.8,2,9,678
6,89.5,0,5,448
12,85.8,2,15,784
7,40.4,2,12,706
0,54.7,2,8,410
0,57.5,1,6,365
12,67.5,1,5,836
7,55.0,2,9,579
4,75.6,1,3,391
1,58.8,1,7,675
8,88.0,1,8,608
0,73.0,3,9,206
10,76.3,1,17,739
1,72.0,1,7,465
5,87.7,2,5,432
7,83.4,2,11,399
3,73.2,3,7,406
10,83.8,2,12,484
4,77.3,0,5,398
10,100.0,2,14,881
3,73.8,1,6,547
7,76.0,2,14,581
13,89.5,3,19,682
4,59.7,1,8,400
9,86.3,1,9,642
11,85.8,2,13,659
13,100.0,3,20,488
14,77.9,1,22,900
14,81.6,2,16,824
3,38.3,2,11,369
6,81.6,2,8,553
13,98.5,1,19,791
11,90.7,1,11,625
2,61.5,1,9,304
6,70.6,2,9,487
0,55.6,1,4,328
0,79.0,2,8,328
3,100.0,1,8,492
4,64.5,2,6,541
9,100.0,3,16,540
11,67.1,1,13,723
12,87.7,1,8,806
2,56.2,0,4,505
2,68.3,1,2,453
9,51.8,1,16,542
8,51.8,2,11,531
12,90.2,1,20,676
5,51.6,1,6,498
11,86.3,1,12,794
9,91.4,1,16,803
4,81.7,2,10,562
13,79.0,3,15,516
1,47.1,1,5,294
13,87.4,1,13,415
6,79.7,1,11,663
7,78.1,1,5,532
4,42.5,1,5,492
5,71.3,2,6,538
15,82.6,2,23,465
10,83.4,1,16,789
7,60.6,2,7,401
4,48.2,2,9,450
7,69.2,2,10,636
8,79.2,2,7,506
7,69.8,3,14,524
7,90.0,2,8,227
9,100.0,2,9,734
3,53.8,3,11,376
2,79.8,1,4,651
0,35.5,2,5,232
8,100.0,3,7,437
15,64.4,0,15,790
0,80.4,1,5,296
8,82.3,3,18,670
1,92.6,2,3,581
0,45.0,1,6,150
15,67.3,3,14,900
3,54.1,2,9,644
7,100.0,0,9,315
6,56.2,1,8,555
7,49.3,0,8,484
7,83.9,1,5,600
6,72.6,2,8,235
8,84.1,1,8,473
1,59.4,2,4,435
6,71.8,1,7,545
9,74.5,1,15,613
13,92.2,3,13,699
12,84.4,2,19,804
0,71.3,3,10,575
5,80.2,2,10,667
4,71.2,1,11,423
8,63.4,2,12,705
5,87.7,1,9,695
7,69.3,1,15,486
6,87.2,2,13,490
0,70.2,2,6,404
11,74.0,1,17,723
10,60.2,0,15,599
4,65.1,1,5,228
5,52.9,1,9,555
0,34.5,1,7,408
0,64.6,1,6,201
5,89.0,1,6,556
14,81.4,2,11,807
4,73.8,2,8,489
4,89.1,2,7,671
2,65.9,1,5,388
14,100.0,3,20,744
9,99.2,2,15,520
3,55.4,1,7,242
9,84.0,2,13,698
8,74.1,1,14,418
8,62.8,1,15,582
6,58.6,2,13,702
6,54.2,0,7,465
6,56.3,1,9,338
5,63.4,2,15,609
3,66.9,1,11,389
3,28.1,1,6,405
12,87.8,2,6,810
2,80.4,0,3,494
9,76.4,2,15,519
6,76.9,1,10,433
8,71.4,2,11,665
6,69.9,2,7,449
15,75.1,1,14,792
2,38.5,2,11,454
15,77.8,3,25,838
13,99.5,2,13,769
12,77.7,2,18,822
5,73.7,2,14,520
10,92.7,3,13,497
3,44.3,1,8,523
15,100.0,3,14,783
6,73.0,2,15,214
9,90.1,1,10,581
4,88.8,1,8,533
5,73.6,0,4,544
15,70.4,0,11,900
10,60.3,1,15,666
6,44.1,2,10,551
6,85.5,3,9,549
12,85.1,3,11,688
9,77.9,2,14,545
11,72.9,2,14,892
14,78.9,1,12,476
9,47.7,0,11,411
14,76.6,2,15,900
7,79.9,2,6,184
2,58.4,2,7,270
14,65.2,1,21,742
0,41.6,1,7,157
6,76.9,3,19,542
1,79.1,2,4,358
12,75.8,3,20,574
8,72.4,1,11,834
9,78.7,1,18,635
15,74.0,2,18,690
0,40.7,1,6,168
8,71.8,2,16,558
7,44.4,0,8,594
2,60.1,1,6,376
4,74.5,2,9,282
12,68.8,0,13,699
7,75.2,1,8,415
6,72.5,2,14,578
1,54.8,1,0,381
8,95.2,1,14,786
13,96.2,2,20,799
5,56.2,1,7,278
14,81.5,3,21,769
7,51.7,1,12,630
11,59.2,1,11,480
4,34.2,1,9,577
11,83.0,0,12,281
7,67.0,2,5,538
0,72.1,2,6,194
4,67.7,2,6,593
0,66.6,1,5,491
15,82.2,3,19,900
3,100.0,1,10,441
0,71.5,3,8,419
0,19.5,2,9,271
10,86.0,3,13,618
5,79.4,1,9,282
1,67.4,1,6,430
11,64.6,1,10,610
8,78.9,2,8,656
3,55.2,1,8,371
1,76.2,0,6,695
5,73.6,3,15,385
15,82.2,0,13,793
3,46.8,3,17,412
12,97.8,1,9,659
10,95.4,0,11,727
5,76.6,0,4,567
0,63.9,2,5,688
0,39.5,1,4,543
10,53.1,1,14,695
1,66.5,1,8,265
1,65.4,1,3,263
11,92.0,0,15,480
13,93.0,0,10,900
2,74.6,1,8,334
1,44.5,1,4,333
11,65.7,2,14,843
10,100.0,2,15,692
9,84.1,1,18,507
5,56.9,1,9,367
8,95.8,0,11,455
3,57.9,0,4,643
10,84.6,1,11,653
15,92.5,2,17,875
13,68.7,1,12,666
12,80.9,3,22,812
4,64.1,1,12,544
0,59.6,2,8,325
11,80.2,2,14,748
7,96.9,2,8,593
3,64.3,2,12,410
1,25.0,1,8,347
9,90.7,3,15,481
13,91.9,2,15,900
9,68.2,2,12,639
14,72.2,1,17,693
1,51.4,1,2,494
8,80.4,2,17,532
9,73.8,2,12,754
14,90.1,3,15,650
10,74.4,1,12,684
8,71.1,2,5,530
13,70.7,1,11,798
9,63.7,0,9,615
13,85.8,0,7,660
14,94.1,2,11,646
7,100.0,1,8,480
8,60.6,2,10,367
7,55.2,2,14,551
8,71.7,2,11,565
7,57.3,1,1,459
8,34.7,1,7,710
7,73.9,2,12,511
11,66.5,1,13,671
7,75.5,1,12,536
3,59.5,1,13,398
2,49.0,3,7,378
12,90.8,0,16,743
3,58.7,0,7,499
1,42.6,1,6,471
7,51.1,1,9,653
13,99.1,2,12,823
15,85.0,3,22,900
4,56.7,1,12,503
3,81.8,1,7,198
5,62.6,2,8,340
10,82.6,2,10,480
11,65.4,3,12,614
6,82.0,2,9,634
8,49.2,1,15,548
12,66.3,2,16,628
2,80.2,3,8,224
12,89.9,1,13,634
13,82.0,2,11,816
5,87.6,1,7,506
11,62.5,0,12,673
3,56.9,1,1,389
13,80.4,2,15,403
11,88.5,1,16,754
9,68.8,1,11,576
0,36.9,1,9,337
14,88.2,3,13,900
13,83.0,1,12,675
6,100.0,2,9,462
10,83.0,1,7,418
2,65.7,2,9,454
14,92.3,2,16,791
9,75.2,1,11,413
15,89.8,1,15,706
4,69.6,3,5,333
0,58.6,2,6,358
7,48.6,0,2,609
5,81.1,0,3,659
6,55.6,0,10,472
2,70.5,1,4,337
1,60.9,3,12,483
9,77.9,2,10,531
8,100.0,1,8,515
8,41.4,2,12,437
15,100.0,3,14,843
15,100.0,0,14,763
1,55.9,1,4,203
7,44.8,1,7,815
1,45.8,2,5,306
10,65.2,2,15,501
7,49.7,1,12,652
4,53.0,2,16,439
13,82.0,1,15,519
8,65.3,1,14,721
6,62.4,1,12,471
8,51.8,1,8,558
1,44.5,1,6,543
10,61.1,0,9,849
5,85.2,1,9,449
11,58.9,1,12,406
8,76.7,1,15,629
11,100.0,3,17,629
11,95.5,2,21,781
14,80.2,2,15,851
8,97.1,1,14,699
5,80.6,1,5,470
5,51.9,3,13,609
15,90.2,2,10,812
15,100.0,1,14,675
6,73.0,3,17,546
0,64.1,2,4,278
13,97.8,1,19,900
14,100.0,3,9,837
12,79.3,2,11,589
14,89.5,2,14,804
14,87.7,2,5,634
15,82.5,1,19,564
4,69.7,1,8,581
10,94.7,1,11,659
0,44.5,1,2,266
15,83.8,1,22,747
7,57.9,1,11,688
14,89.1,2,16,643
2,54.5,2,10,295
1,45.4,2,6,259
15,76.5,1,21,687
13,88.9,0,12,675
7,61.8,2,13,383
14,84.6,2,13,750
0,48.8,2,4,393
10,70.1,1,14,654
6,66.1,1,12,501
3,78.8,1,4,379
12,62.6,1,11,867
4,60.7,2,10,379
12,36.8,0,6,633
3,60.5,1,11,466
0,68.3,1,2,150
14,80.6,1,9,835
5,83.6,2,8,513
15,89.3,2,18,702
1,92.5,2,15,292
5,89.4,2,10,534
3,64.4,1,8,354
11,58.9,2,14,597
4,48.8,0,7,384
7,78.7,2,18,558
8,66.1,1,13,680
9,75.2,2,8,779
2,89.0,2,9,560
14,76.0,0,14,719
0,71.9,1,7,340
13,75.8,2,18,571
5,69.0,1,9,255
3,81.4,2,12,285
10,89.8,2,14,733
9,72.2,0,10,582
1,59.4,1,7,417
12,85.7,2,13,561
8,29.4,2,6,548
2,54.4,1,7,315
8,76.0,2,14,348
12,95.6,0,7,694
6,85.2,2,10,241
10,92.2,1,12,366
1,72.3,1,5,150
1,47.2,1,6,473
3,61.5,1,8,442
1,72.3,1,6,461
14,91.3,1,12,828
1,74.6,3,8,285
9,72.2,0,15,223
12,78.5,2,15,568
0,22.4,1,8,184
12,74.4,2,15,870
14,97.9,2,25,742
2,71.2,0,7,461
10,82.9,2,12,723
4,57.3,0,3,259
13,70.4,1,12,900
1,62.6,3,7,319
0,78.9,2,7,230
6,52.6,1,8,569
6,65.6,2,10,620
0,79.9,2,7,577
13,100.0,1,17,756
15,81.8,3,20,867
4,89.8,1,5,670
8,89.6,1,10,779
13,99.9,1,22,617
15,100.0,1,13,900
14,82.9,0,12,741
9,66.3,2,10,499
13,61.3,0,13,876
13,62.0,0,7,677
1,62.0,1,6,521
3,55.7,2,2,564
4,53.4,1,6,460
2,79.7,2,4,460
7,64.1,2,10,885
5,76.2,1,11,615
12,65.4,1,11,744
6,96.3,2,7,534
6,100.0,2,20,669
12,72.5,0,9,794
9,66.8,2,15,313
6,87.9,1,8,558
4,97.2,3,12,526
9,97.3,2,12,387
15,89.6,2,15,865
2,58.9,1,7,479
12,94.0,2,17,633
11,74.4,1,21,698
6,78.0,1,10,563
12,70.9,1,15,900
11,80.2,3,15,726
7,66.6,2,10,690
6,83.8,2,8,401
12,88.9,0,9,642
15,89.8,1,14,686
7,86.8,1,8,572
5,50.9,1,10,401
5,50.0,3,14,372
13,76.0,3,17,900
1,61.6,1,10,340
15,98.9,2,16,738
2,71.1,1,9,431
1,69.8,2,5,551
15,81.2,1,18,799
2,74.5,2,6,519
9,94.4,2,12,757
7,69.2,2,11,306
10,88.5,2,11,664
13,80.0,1,14,642
4,90.8,1,8,327
2,78.6,1,5,295
5,65.4,3,10,334
6,69.1,2,7,378
3,75.1,1,8,363
7,76.8,2,6,625
5,50.8,0,2,727
2,89.5,3,11,517
12,65.1,2,12,723
2,50.8,2,7,587
14,80.7,1,16,596
8,87.5,0,5,337
13,70.9,1,17,877
13,73.5,0,14,803
12,77.6,2,10,455
7,93.6,3,17,575
11,54.8,1,9,440
0,77.3,3,3,320
0,60.1,1,6,236
7,84.5,1,4,546
8,87.3,2,10,577
10,65.4,2,15,766
13,100.0,2,15,645
6,95.0,0,11,565
15,81.2,1,16,900
10,79.6,2,16,742
5,87.6,3,13,425
15,90.5,2,11,720
0,78.3,2,9,370
7,62.9,0,6,611
1,65.7,1,6,324
6,70.0,3,8,382
5,70.4,1,9,508
9,75.9,1,8,276
0,58.9,1,2,395
2,65.7,1,9,386
15,97.8,1,15,900
2,55.1,1,7,184
0,66.9,1,2,531
10,94.8,2,11,727
0,56.7,3,4,421
14,100.0,2,8,709
3,81.2,2,11,174
7,70.8,1,12,506
8,70.3,0,6,590
13,74.3,2,9,600
3,58.9,1,11,526
11,81.5,1,17,730
11,91.6,2,14,595
12,85.5,2,9,740
9,69.6,2,17,664
8,70.1,1,11,634
12,78.9,1,13,601
3,46.9,1,8,309
8,72.6,1,6,609
15,78.5,1,18,900
0,51.9,1,2,369
6,76.7,2,11,367
1,31.6,2,8,226
6,73.5,2,12,483
0,45.5,1,2,359
6,61.4,2,9,369
2,67.3,1,7,549
1,61.5,1,5,566
14,100.0,2,17,675
13,95.6,2,15,900
7,79.5,1,12,665
14,82.5,2,17,668
4,60.1,2,5,350
6,57.3,1,3,363
9,61.1,1,14,492
13,81.0,1,14,834
7,90.5,1,13,400
15,80.0,2,15,775
0,65.7,2,2,277
7,73.9,1,16,432
13,65.6,2,11,593
11,59.3,1,12,665
11,73.9,1,13,777
13,84.4,1,12,621
10,82.1,2,23,599
3,41.8,2,8,510
4,56.3,1,9,539
10,87.7,1,8,767
14,100.0,1,18,630
15,95.9,1,12,727
4,71.3,0,5,577
1,67.1,2,6,499
15,72.2,1,19,804
2,77.6,2,5,478
6,77.0,2,13,575
15,100.0,1,17,847
12,77.6,1,15,471
5,78.3,1,9,583
6,99.1,3,9,573
0,79.5,1,8,301
14,91.9,3,17,900
15,98.3,0,13,752
2,65.8,1,2,235
5,69.6,2,7,604
6,76.2,3,16,579
15,100.0,1,16,779
7,70.7,0,7,522
8,74.8,3,19,520
5,79.1,2,10,524
9,63.3,2,11,844
15,99.6,1,11,881
6,61.0,3,13,559
13,60.6,3,18,711
1,50.1,2,4,281
12,78.8,1,8,749
7,81.1,1,10,624
11,72.1,1,13,808
7,74.2,2,15,573
8,87.4,0,12,666
4,48.1,1,9,491
2,66.9,2,1,314
10,90.5,2,11,707
2,59.0,3,8,453
6,80.4,3,8,526
10,78.6,1,9,806
14,77.6,1,20,900
8,89.8,2,14,630
4,90.8,1,6,737
4,71.4,2,8,449
7,65.2,2,8,587
3,61.2,1,6,417
4,67.3,0,4,569
4,82.4,3,11,350
0,56.4,1,4,334
14,83.5,1,17,698
8,92.4,1,13,900
1,63.1,1,6,470
7,81.3,2,13,513
13,75.2,2,16,830
1,100.0,2,12,190
11,54.3,1,14,579
9,94.6,1,9,678
3,60.2,0,7,602
15,89.7,2,12,734
12,89.7,1,7,725
7,86.2,1,10,468
2,54.9,2,4,382
9,68.6,1,9,448
4,70.6,2,7,583
10,82.4,1,7,730
6,70.9,2,7,532
8,64.1,2,15,564
12,100.0,1,14,755
11,84.6,1,13,823
11,98.0,3,9,685
10,86.8,0,14,557
5,73.4,1,5,507
2,92.8,1,8,478
8,88.5,1,7,442
9,86.7,2,12,656
13,48.4,1,11,856
5,71.8,1,6,409
7,63.1,1,7,761
12,97.4,1,10,682
13,81.7,1,17,736
10,95.5,1,17,700
7,84.1,1,6,357
15,100.0,1,15,839
11,77.1,1,8,876
12,78.4,2,16,640
7,55.2,1,10,806
11,72.6,1,12,493
6,68.8,1,4,410
8,68.6,2,9,434
12,100.0,2,12,626
12,96.7,1,17,615
14,94.8,2,12,900
11,89.0,2,18,692
4,76.4,1,7,719
12,73.1,2,10,696
0,64.7,2,4,398
7,100.0,2,11,628
4,92.4,2,12,388
0,49.6,2,6,450
1,69.1,1,7,447
5,78.6,2,7,577
12,100.0,1,8,900
3,45.8,1,11,522
7,54.8,1,17,523
14,70.7,1,16,793
5,52.4,1,9,586
6,100.0,1,10,561
13,79.8,2,17,877
7,74.1,1,9,560
8,62.1,0,8,731
14,51.6,0,17,755
6,60.0,3,9,646
6,49.1,0,10,410
11,77.9,2,17,703
14,58.9,3,25,791
12,96.0,0,16,883
5,70.8,1,12,504
13,84.5,1,16,804
4,62.2,2,4,603
0,51.3,1,5,288
4,83.3,1,10,542
13,73.3,2,19,783
5,61.8,1,9,482
8,76.1,3,11,706
12,100.0,1,14,796
13,95.7,1,13,814
0,57.8,2,8,601
0,23.8,2,1,220
10,40.9,1,9,767
4,54.7,1,8,397
0,57.8,1,4,528
12,84.5,2,14,900
10,73.7,1,6,557
14,46.4,0,21,774
12,88.3,3,15,627
9,70.8,2,20,695
2,52.1,2,12,421
15,76.5,1,12,900
2,70.1,1,5,717
15,100.0,2,9,743
2,39.6,0,4,299
4,80.9,1,4,569
8,48.8,1,9,733
8,87.5,1,10,480
9,63.4,2,12,804
4,84.1,2,12,425
5,78.4,1,12,521
8,53.6,1,12,423
9,90.9,1,11,638
0,64.3,2,7,308
2,86.2,1,5,631
0,74.9,1,7,204
10,61.5,1,11,751
10,70.6,1,10,382
15,98.7,2,17,703
13,79.9,1,19,721
14,100.0,2,10,699
8,100.0,3,15,469
4,57.7,1,5,584
10,78.0,0,9,398
9,65.4,2,12,690
12,54.1,2,18,764
7,82.8,1,12,601
15,91.1,3,13,763
10,65.0,1,10,528
7,85.4,1,7,796
1,52.2,2,9,307
0,60.7,3,7,502
9,97.8,2,17,647
2,40.6,2,5,559
8,48.7,1,17,590
14,89.8,3,16,657
15,92.0,2,11,816
4,64.5,2,11,635
1,57.8,2,8,568
5,79.4,2,8,635
11,95.2,1,9,819
12,100.0,3,15,743
11,88.3,2,4,553
9,81.7,1,5,686
13,62.5,1,11,866
9,66.5,2,14,900
13,73.1,2,18,640
7,68.7,1,8,530
9,89.3,2,14,740
14,100.0,1,19,900
10,98.7,2,11,590
2,76.7,2,6,498
14,89.7,1,18,763
9,75.3,2,10,470
4,72.5,2,10,550
8,88.3,1,9,539
15,86.3,1,14,869
11,73.6,1,12,786
0,69.5,1,1,216
10,87.6,2,22,551
7,60.4,0,8,611
0,76.4,2,7,306
14,100.0,2,17,435
3,44.4,2,11,390
12,96.7,1,19,742
14,93.3,2,25,732
4,47.5,0,8,482
1,44.9,2,5,465
12,88.7,2,21,749
5,46.8,1,14,679
3,69.1,1,3,467
5,38.2,1,13,605
7,91.0,2,17,603
1,93.1,3,5,334
8,81.2,2,13,691
3,47.4,2,8,240
9,89.1,1,12,557
0,52.7,1,3,375
2,57.3,1,8,529
0,36.6,3,9,486
4,86.4,0,11,567
11,74.8,3,21,836
9,67.6,2,15,805
3,65.6,1,6,603
7,90.0,1,13,447
11,71.0,2,20,738
1,38.6,1,7,222
12,97.5,3,24,711
9,69.4,1,10,468
5,56.3,2,10,539
9,89.3,3,15,568
11,77.8,0,13,522
8,67.1,1,7,690
0,44.9,1,3,581
8,65.0,2,11,574
11,84.8,2,10,623
6,77.8,1,15,597
7,77.0,1,6,790
9,38.4,2,17,413
10,79.9,2,18,629
3,79.8,0,5,488
4,72.9,0,4,413
8,100.0,2,16,588
11,62.3,0,18,761
5,74.6,2,8,518
0,32.8,2,6,387
12,73.5,1,14,740
2,48.4,1,8,525
0,44.2,1,5,574
9,89.8,1,17,403
10,76.3,0,12,747
11,73.1,1,11,612
10,87.3,0,13,900
7,80.3,1,5,394
12,91.7,1,15,807
5,42.5,1,4,693
14,100.0,2,19,827
15,81.9,2,21,637
0,74.3,2,2,391
14,78.1,1,22,660
6,92.8,2,10,434
14,72.9,1,13,764
4,75.9,2,7,517
3,85.3,3,10,247
11,93.4,1,16,717
1,71.8,1,4,446
13,90.1,2,25,848
0,72.5,2,8,206
3,65.0,1,8,543
2,65.0,1,8,423
15,100.0,2,15,900
9,75.9,3,22,833
2,96.5,2,9,450
12,100.0,2,12,625
15,92.7,3,17,715
0,47.1,2,7,316
2,39.6,2,9,421
14,85.0,1,22,720
2,71.3,2,8,224
10,67.1,1,14,595
7,80.7,1,9,576
6,91.9,3,7,427
6,58.7,0,9,750
12,87.4,2,18,754
15,97.9,1,10,763
11,89.3,3,17,640
5,73.8,2,5,534
4,61.9,3,9,592
2,67.4,2,9,582
5,62.3,1,8,455
11,69.4,1,11,716
13,78.8,3,12,765
1,58.9,2,7,408
13,86.1,0,21,864
11,95.9,3,12,530
8,83.1,2,12,566
10,60.8,1,12,735
11,100.0,2,11,709
3,62.2,0,7,460
4,67.9,1,3,424
9,44.8,1,7,527
14,93.2,2,15,607
6,99.1,3,11,492
3,77.9,1,8,607
13,79.5,2,15,900
9,79.4,1,12,449
12,100.0,3,11,572
7,73.3,2,3,632
4,61.2,1,16,639
